n_estimators,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,reg_alpha,mse,mae
100,0.1,10,0.8,0.6,0.0,0.0,1003016428.8849036,17017.381528253423
500,0.01,8,0.8,0.6,0.0,2.0,1003071473.0224435,16340.381769049658
1000,0.05,6,0.8,0.6,0.5,0.5,1003092930.6551958,16536.65369488442
500,0.05,6,0.8,0.6,0.5,0.0,1003203550.8089309,16535.174082298803
100,0.1,8,0.8,0.8,2.0,0.5,1003529689.5512657,17254.63282587757
100,0.1,8,0.8,0.8,2.0,1.0,1003531084.9906702,17254.636531464042
100,0.05,8,0.6,0.8,0.5,0.5,1003675141.4147952,17064.46750588613
100,0.05,8,0.6,0.8,0.5,1.0,1003694218.883452,17064.845355308218
500,0.05,6,0.6,0.8,0.0,1.0,1003764503.6512582,16651.557483411816
750,0.05,6,0.8,0.6,0.5,1.0,1003798147.0113289,16542.045684396406
500,0.05,10,0.6,0.6,0.5,2.0,1004105636.1921903,16790.818051690923
100,0.05,8,0.6,0.8,0.5,2.0,1004174777.7364107,17030.646069670376
750,0.01,8,0.6,0.8,0.0,0.5,1004318952.1702707,16270.68491812928
750,0.05,10,0.6,0.6,0.5,2.0,1004456416.4235873,16794.491598886987
1500,0.05,10,0.6,0.6,0.5,2.0,1004463227.8854841,16794.727191245718
1000,0.05,10,0.6,0.6,0.5,2.0,1004464639.2862093,16794.752140410958
100,0.05,10,0.6,0.8,0.5,2.0,1004481808.5687891,17371.385434503423
1000,0.05,6,0.8,0.6,0.5,1.0,1004605685.7042927,16560.182282748287
500,0.05,6,0.8,0.6,0.5,1.0,1004831515.441879,16521.63602311644
500,0.05,6,0.8,0.6,0.5,0.5,1004842364.1268586,16531.787885273974
750,0.01,8,0.6,0.8,0.0,0.0,1004959069.4316509,16297.625842786814
1500,0.05,6,0.8,0.6,0.5,1.0,1004964022.8658533,16570.041216288526
750,0.01,10,0.6,0.8,0.0,0.5,1004966017.6300695,16469.198723779966
100,0.1,6,0.6,0.8,0.5,2.0,1005236014.4896746,17047.544199486303
200,0.05,8,0.8,0.8,1.0,0.5,1005329922.9327004,16800.325061536816
1500,0.05,6,0.6,0.8,0.0,1.0,1005399506.3422049,16744.39063837757
1500,0.01,10,0.6,0.8,0.0,2.0,1005582329.4498358,16539.131635273974
1000,0.05,6,0.6,0.8,0.0,1.0,1005654018.0423257,16749.670858304795
750,0.05,6,0.6,0.8,0.0,1.0,1005668924.4694879,16755.611073951197
750,0.01,10,0.6,0.8,0.0,1.0,1005772452.8379782,16459.388564854453
500,0.01,6,0.8,0.6,0.0,1.0,1005773164.3869013,16485.553042059077
100,0.1,6,0.8,0.8,2.0,0.0,1005888055.0246316,16807.939225706337
100,0.1,6,0.8,0.8,2.0,0.5,1005888825.9153442,16807.942436322774
100,0.1,6,0.8,0.8,2.0,1.0,1005889476.8413769,16807.94168717894
100,0.1,6,0.8,0.8,2.0,2.0,1005891074.6101465,16807.946516481163
1000,0.01,10,0.6,0.8,0.0,2.0,1006465629.4314275,16557.452362478594
200,0.05,8,0.8,0.8,1.0,2.0,1006509634.205113,16803.389755458047
500,0.01,8,0.8,0.6,0.0,0.5,1006674400.9798553,16354.142899186643
500,0.01,8,0.8,0.6,0.0,0.0,1007002189.1778433,16347.500775898972
500,0.05,6,0.6,0.8,0.0,2.0,1007519035.6913222,16766.16335348887
500,0.01,8,0.8,0.6,0.0,1.0,1007636029.1668218,16351.456215218323
500,0.1,10,0.8,0.6,0.0,0.5,1008721729.2445717,17093.947666952055
750,0.1,10,0.8,0.6,0.0,0.5,1008721793.2285994,17093.947479666094
1000,0.1,10,0.8,0.6,0.0,0.5,1008721863.101501,17093.950074914384
1500,0.1,10,0.8,0.6,0.0,0.5,1008722049.2708673,17093.95169360017
200,0.1,10,0.8,0.6,0.0,0.5,1008786482.2917594,17095.171821489726
500,0.01,10,0.8,0.6,2.0,2.0,1009068020.734597,16868.36647848887
200,0.1,6,0.6,0.8,0.5,1.0,1009587746.4471973,17203.752715646406
750,0.01,10,0.6,0.8,0.0,0.0,1009769926.9134552,16550.075155179795
100,0.1,10,0.8,0.6,0.0,0.5,1009827209.7418025,17100.611836472603
100,0.05,6,0.6,0.6,2.0,0.5,1009941946.9515983,16774.66877140411
100,0.05,6,0.6,0.6,2.0,1.0,1009942194.0965334,16774.672517123287
100,0.05,6,0.6,0.6,2.0,2.0,1009943118.2578359,16774.674657534248
200,0.05,10,0.6,0.6,0.5,2.0,1010394984.9391308,16806.030835295376
750,0.05,6,0.6,0.8,0.0,2.0,1010473089.7651814,16857.326225385274
500,0.01,10,0.8,0.6,2.0,0.0,1010721849.8541573,16871.38350813356
1000,0.05,6,0.6,0.8,0.0,2.0,1010754510.1415089,16866.451426048803
100,0.05,10,0.6,0.6,1.0,2.0,1010834162.7293873,17326.136290667808
500,0.05,8,0.6,0.6,0.0,1.0,1010902260.7719474,16455.159688035103
500,0.05,8,0.6,0.6,0.0,0.0,1010949360.1188164,16555.92826947774
500,0.01,10,0.8,0.6,2.0,1.0,1010972189.1824973,16861.32316192209
1500,0.05,8,0.6,0.6,0.0,1.0,1011225715.7036277,16454.983184396406
1000,0.05,8,0.6,0.6,0.0,1.0,1011229280.605866,16455.051369863013
750,0.05,8,0.6,0.6,0.0,1.0,1011247912.7646282,16456.295135916094
1500,0.05,6,0.6,0.8,0.0,2.0,1011335344.5715166,16875.58924175942
100,0.1,6,0.6,0.8,0.5,0.0,1011373417.0352974,17055.85185680651
100,0.1,6,0.6,0.8,0.5,0.5,1011374200.7910447,17055.849181292808
100,0.1,6,0.6,0.8,0.5,1.0,1011374369.2448237,17055.839656464042
1000,0.05,8,0.6,0.6,0.0,0.0,1011400286.6235379,16565.207820526542
1500,0.05,8,0.6,0.6,0.0,0.0,1011410851.5779053,16565.222308433218
750,0.05,8,0.6,0.6,0.0,0.0,1011431766.084251,16564.846264982876
750,0.1,10,0.8,0.6,0.5,2.0,1011561291.4638964,16965.309356271406
1000,0.1,10,0.8,0.6,0.5,2.0,1011561293.5847471,16965.30813891267
1500,0.1,10,0.8,0.6,0.5,2.0,1011561315.3333544,16965.31037296661
500,0.1,10,0.8,0.6,0.5,2.0,1011561360.2296278,16965.30973084332
200,0.1,10,0.8,0.6,0.5,2.0,1011679561.3042891,16966.12526755137
100,0.05,8,0.8,0.6,2.0,2.0,1011860119.6394817,16872.96928510274
100,0.05,6,0.6,0.8,0.5,2.0,1012003176.7924094,16455.537617722603
500,0.01,10,0.8,0.6,2.0,0.5,1012192839.6840689,16866.707071382705
200,0.05,10,0.6,0.6,0.5,1.0,1012543819.5386177,16802.179794520547
750,0.01,10,0.6,0.8,0.0,2.0,1012840145.5721133,16582.270467679795
200,0.05,10,0.6,0.6,0.5,0.0,1012859663.6761316,16937.61942155394
200,0.05,10,0.6,0.6,0.0,0.0,1013088698.042618,16808.248715753423
100,0.1,10,0.8,0.8,2.0,2.0,1013645863.4554853,16866.185573630137
1500,0.01,10,0.8,0.6,0.0,0.0,1013654946.1930228,16398.236461900684
100,0.1,10,0.8,0.8,2.0,0.5,1013760057.7568268,16846.744327910958
100,0.1,10,0.8,0.8,2.0,1.0,1013761934.282241,16846.754735659248
500,0.05,10,0.6,0.6,0.0,0.0,1013790302.0340116,16838.463278574487
1500,0.05,10,0.6,0.6,0.0,0.0,1013803306.5272722,16838.47709760274
750,0.05,10,0.6,0.6,0.0,0.0,1013803446.0255896,16838.44718535959
1000,0.05,10,0.6,0.6,0.0,0.0,1013807699.9648246,16838.46709118151
1500,0.05,10,0.6,0.6,0.0,0.5,1013968302.3582134,16783.268420911816
1000,0.05,10,0.6,0.6,0.0,0.5,1013968362.7119257,16783.276701626713
750,0.05,10,0.6,0.6,0.0,0.5,1013969818.2710729,16783.40152771832
500,0.05,10,0.6,0.6,0.0,0.5,1013982980.9500582,16784.556988441782
200,0.1,6,0.6,0.8,0.5,0.0,1013997749.6468525,17222.559958261987
1500,0.01,10,0.8,0.6,0.0,2.0,1014016503.683394,16389.03597228168
500,0.1,10,0.8,0.6,0.0,1.0,1014068265.6129655,17145.577041416953
1500,0.1,10,0.8,0.6,0.0,1.0,1014068327.6707791,17145.58360980308
750,0.1,10,0.8,0.6,0.0,1.0,1014068334.2177254,17145.58031892123
1000,0.1,10,0.8,0.6,0.0,1.0,1014068372.8565962,17145.581977739726
200,0.1,10,0.8,0.6,0.0,1.0,1014078718.1330994,17145.352498929795
200,0.05,6,0.8,0.6,0.5,0.0,1014226901.3943155,16582.11717412243
200,0.05,6,0.8,0.6,0.5,0.5,1014227087.9988606,16582.12079944349
200,0.05,6,0.8,0.6,0.5,1.0,1014227814.5399462,16582.12205693493
1000,0.01,10,0.8,0.6,0.0,0.0,1014235228.6473957,16410.11162243151
100,0.1,10,0.8,0.8,2.0,0.0,1014407680.8149822,16854.969699807363
1000,0.01,10,0.8,0.6,0.0,2.0,1014496576.113771,16402.320513163526
1500,0.01,10,0.8,0.6,0.0,0.5,1014521661.8790212,16441.280781785103
200,0.05,10,0.6,0.6,0.0,0.5,1014608661.7599696,16807.53779163099
100,0.1,10,0.8,0.6,0.0,1.0,1014648844.3447244,17149.32021885702
100,0.1,10,0.8,0.6,0.5,2.0,1014756239.5612063,17011.491772795376
200,0.05,6,0.6,0.8,0.0,0.0,1014772481.1630721,16582.69725224743
1500,0.01,10,0.8,0.6,0.0,1.0,1014833781.6291943,16416.360391695205
200,0.05,10,0.6,0.6,0.5,0.5,1014924267.1241361,16912.67338666524
500,0.05,6,0.6,0.8,1.0,0.5,1015045069.2892443,16929.695258989726
500,0.05,6,0.6,0.8,1.0,1.0,1015046158.2082647,16929.696422838184
1000,0.01,10,0.8,0.6,0.0,0.5,1015175594.4636475,16452.676195954624
500,0.05,10,0.6,0.6,0.0,1.0,1015285255.5321463,16882.06417219606
1000,0.05,10,0.6,0.6,0.0,1.0,1015299806.8899517,16882.103836686645
1500,0.05,10,0.6,0.6,0.0,1.0,1015299971.8510314,16882.103181185787
750,0.05,10,0.6,0.6,0.0,1.0,1015301490.3284638,16882.14133401113
500,0.1,6,0.6,0.8,0.5,1.0,1015357696.6129309,17358.18712542808
1000,0.01,10,0.8,0.6,0.0,1.0,1015410249.3970324,16429.015732020547
750,0.01,10,0.8,0.6,0.0,0.0,1015597686.0307124,16431.115354773116
750,0.01,10,0.8,0.6,0.0,2.0,1015680072.7046628,16422.071623501713
500,0.05,6,0.6,0.8,0.0,0.5,1015725767.514388,16760.7919921875
750,0.1,6,0.6,0.8,0.5,1.0,1015747186.694046,17368.449780607876
1500,0.1,6,0.6,0.8,0.5,1.0,1015777057.0223961,17370.626391267124
1000,0.1,6,0.6,0.8,0.5,1.0,1015785301.1702251,17370.417032320205
200,0.1,6,0.6,0.8,0.5,0.5,1015831700.8322917,17258.201359160958
750,0.05,6,0.6,0.8,0.0,0.5,1015892387.7388799,16837.541443707192
200,0.05,6,0.6,0.8,0.0,2.0,1015994662.2883534,16713.43874411387
1500,0.05,6,0.6,0.8,0.0,0.5,1016001938.2219844,16854.243351348458
200,0.05,6,0.8,0.6,0.5,2.0,1016014709.7162023,16643.41370130565
200,0.05,8,0.6,0.6,0.0,0.5,1016033910.5275507,16393.056520226884
1000,0.05,6,0.6,0.8,0.0,0.5,1016081790.563168,16853.589897260274
200,0.05,8,0.6,0.6,0.0,0.0,1016162132.7218292,16592.74858197774
200,0.05,10,0.6,0.6,0.0,1.0,1016412031.164012,16881.769852311645
100,0.05,10,0.8,0.6,2.0,2.0,1016459030.2212236,17150.59675995291
500,0.05,8,0.6,0.6,0.0,0.5,1016467321.7666781,16508.669881742295
500,0.05,8,0.6,0.6,0.0,2.0,1016579568.4299053,16559.47993364726
750,0.01,10,0.8,0.6,0.0,0.5,1016651669.9705915,16469.74262895976
100,0.05,10,0.8,0.8,0.5,0.0,1016657912.5213042,17225.723686322774
1000,0.05,8,0.6,0.6,0.0,0.5,1016819510.3009472,16515.646511130137
750,0.05,8,0.6,0.6,0.0,0.5,1016822995.4809144,16515.728167808218
1500,0.05,8,0.6,0.6,0.0,0.5,1016828737.6966048,16515.844298480308
750,0.01,10,0.8,0.6,0.0,1.0,1016942943.4699779,16449.557844606163
100,0.05,10,0.8,0.6,2.0,1.0,1016961985.079865,17159.96767979452
100,0.05,10,0.8,0.6,2.0,0.0,1016962885.850389,17159.916523972603
100,0.05,10,0.8,0.6,2.0,0.5,1016963526.1755044,17159.927600599316
100,0.05,10,0.8,0.8,0.5,2.0,1017065061.6137265,17257.538206335616
1500,0.01,6,0.6,0.8,0.0,0.0,1017259342.405112,16568.38778895548
1000,0.05,8,0.6,0.6,0.0,2.0,1017293897.7094727,16570.51884899401
1500,0.05,8,0.6,0.6,0.0,2.0,1017293994.8437924,16570.526768514555
750,0.05,8,0.6,0.6,0.0,2.0,1017294383.5403963,16570.44282427226
100,0.05,8,0.8,0.6,1.0,2.0,1017382877.9731905,17005.186750856163
500,0.1,6,0.6,0.8,0.5,0.5,1017451199.9529601,17366.76767176798
750,0.1,6,0.6,0.8,0.5,0.5,1017496381.3478105,17374.28650738442
100,0.05,10,0.6,0.6,1.0,0.5,1017529067.1447488,17365.35271297089
100,0.05,10,0.6,0.6,1.0,1.0,1017529537.5473988,17365.360017123287
1000,0.1,6,0.6,0.8,0.5,0.5,1017607641.9443345,17376.290600920376
1500,0.1,6,0.6,0.8,0.5,0.5,1017639404.2801877,17376.905607876713
1500,0.01,6,0.6,0.8,0.0,2.0,1017688927.0941911,16584.142604880137
200,0.05,8,0.6,0.6,0.0,1.0,1017763858.6334118,16494.31888110017
200,0.05,8,0.6,0.6,0.0,2.0,1017818558.9371141,16456.840927333047
500,0.05,6,0.6,0.8,1.0,2.0,1018375576.1208544,16952.167928617295
500,0.05,6,0.6,0.8,1.0,0.0,1018591306.6919911,16982.339522688355
1500,0.01,6,0.6,0.8,0.0,1.0,1018768695.0529264,16627.81925567209
100,0.05,10,0.8,0.8,0.5,0.5,1018958914.7921071,17256.28011290668
100,0.05,10,0.8,0.8,0.5,1.0,1018959309.2435416,17256.28435359589
100,0.05,8,0.8,0.6,1.0,0.0,1019017057.6753567,17014.900711686645
100,0.05,8,0.8,0.6,1.0,0.5,1019017711.8069757,17014.90749411387
100,0.05,8,0.8,0.6,1.0,1.0,1019018186.2807393,17014.908149614726
1500,0.01,6,0.6,0.8,0.0,0.5,1019427433.7835743,16567.531049336474
750,0.05,6,0.6,0.8,1.0,1.0,1019602973.6818296,17061.883682041953
750,0.05,6,0.6,0.8,1.0,0.5,1019656813.6247784,17054.487625749145
200,0.05,6,0.6,0.8,0.0,1.0,1019878346.7825489,16605.140130029966
1000,0.01,6,0.6,0.8,0.0,0.0,1020735680.4189194,16463.702469499145
200,0.05,6,0.6,0.8,0.0,0.5,1021412712.8797551,16641.617495184077
750,0.05,6,0.6,0.8,1.0,2.0,1021484172.3992754,17098.78545055651
1000,0.05,6,0.6,0.8,1.0,0.5,1021885260.1977483,17097.831964362158
500,0.1,6,0.6,0.8,0.5,0.0,1022127105.4255618,17418.780246682363
750,0.05,6,0.8,0.8,1.0,0.5,1022131246.270318,16961.459171660958
1000,0.05,6,0.8,0.8,1.0,0.0,1022150402.3948145,16971.011317422945
1500,0.05,6,0.8,0.8,1.0,0.0,1022275281.3772386,16979.759899400684
1000,0.05,6,0.6,0.8,1.0,1.0,1022276804.0194905,17131.207579730308
1000,0.05,6,0.8,0.8,1.0,0.5,1022380375.4235854,16974.107221211474
500,0.05,6,0.8,0.8,1.0,0.0,1022570332.476047,16947.18289811644
500,0.05,6,0.8,0.8,1.0,0.5,1022570790.6927526,16947.181319563355
100,0.05,6,0.6,0.8,0.5,0.0,1022748412.814547,16583.440309289384
750,0.05,6,0.8,0.8,1.0,0.0,1022823811.8094443,16966.351228060787
1000,0.01,6,0.6,0.8,0.0,2.0,1022831089.1328763,16459.931386451197
1500,0.05,6,0.8,0.8,1.0,0.5,1022922843.9963104,16986.085295376713
750,0.05,6,0.6,0.8,1.0,0.0,1022952412.7984523,17036.674550513697
1500,0.05,6,0.6,0.8,1.0,0.5,1022967195.795648,17128.307951626713
1000,0.01,6,0.6,0.8,0.0,0.5,1022973479.4669303,16463.672905072774
1000,0.01,6,0.6,0.8,0.0,1.0,1023134156.8109018,16490.097107769692
100,0.05,8,0.8,0.6,0.5,2.0,1023188058.8500134,16826.421366652397
750,0.1,6,0.6,0.8,0.5,0.0,1023270629.6406072,17443.347963934077
1000,0.1,6,0.6,0.8,0.5,0.0,1023429954.6388435,17446.054018621577
1500,0.1,6,0.6,0.8,0.5,0.0,1023449382.8172741,17445.932924871577
750,0.05,6,0.8,0.8,1.0,2.0,1023569391.5905071,16978.90750749144
1500,0.05,6,0.6,0.8,1.0,1.0,1023587131.7619393,17159.80590485873
500,0.05,6,0.8,0.8,1.0,2.0,1023952924.5550826,16956.21553938356
750,0.05,6,0.8,0.8,1.0,1.0,1024044098.0485657,17028.713358839897
1000,0.05,6,0.8,0.8,1.0,2.0,1024137522.1531763,16997.335094713184
500,0.05,6,0.8,0.8,1.0,1.0,1024264593.4979532,17015.415814961474
1500,0.05,6,0.8,0.8,1.0,2.0,1024435801.3180106,17013.41220301798
1000,0.05,6,0.6,0.8,1.0,0.0,1024620140.2791673,17080.181961686645
1000,0.05,6,0.6,0.8,1.0,2.0,1024926699.554619,17183.710442529966
100,0.05,8,0.8,0.6,0.5,1.0,1025064870.9199144,16881.729465432363
1000,0.05,6,0.8,0.8,1.0,1.0,1025093203.5527319,17053.352739726026
1500,0.05,6,0.8,0.8,1.0,1.0,1025424663.8068933,17062.441914597603
1500,0.05,6,0.6,0.8,1.0,2.0,1025461126.9308441,17197.83719499144
1500,0.05,6,0.6,0.8,1.0,0.0,1025662312.947414,17113.098218107876
100,0.05,8,0.6,0.8,0.5,0.0,1026240930.7022583,17133.86754869435
500,0.1,8,0.8,0.6,0.0,2.0,1026496383.5818542,16980.833930864726
1000,0.1,8,0.8,0.6,0.0,2.0,1026497172.2478527,16980.871722495718
1500,0.1,8,0.8,0.6,0.0,2.0,1026497183.782803,16980.874879601884
750,0.1,8,0.8,0.6,0.0,2.0,1026497222.1996993,16980.872016802226
500,0.1,8,0.8,0.6,0.0,1.0,1026636343.8924619,16961.13033764983
750,0.1,8,0.8,0.6,0.0,1.0,1026637623.3979666,16961.146283711474
1500,0.1,8,0.8,0.6,0.0,1.0,1026637656.8689483,16961.14657801798
1000,0.1,8,0.8,0.6,0.0,1.0,1026637693.8316107,16961.147327161816
1000,0.1,10,0.8,0.6,0.0,2.0,1026790459.5674324,17061.24563891267
1500,0.1,10,0.8,0.6,0.0,2.0,1026790491.2911966,17061.24535798373
750,0.1,10,0.8,0.6,0.0,2.0,1026790552.6052148,17061.24610712757
500,0.1,10,0.8,0.6,0.0,2.0,1026790697.2429891,17061.247632170376
200,0.1,10,0.8,0.6,0.0,2.0,1026822434.478904,17061.405340325342
200,0.1,8,0.8,0.6,0.0,2.0,1026863768.4704559,16990.840512628423
200,0.1,8,0.8,0.6,0.0,1.0,1027264070.2100824,16974.402370505137
100,0.05,6,0.6,0.6,1.0,0.0,1027781188.7806528,16991.636584974316
100,0.05,6,0.6,0.6,1.0,0.5,1027781555.3657883,16991.635273972603
100,0.05,6,0.6,0.6,1.0,1.0,1027781857.493671,16991.636531464042
100,0.05,6,0.6,0.6,1.0,2.0,1027782721.3263067,16991.638243792808
100,0.1,10,0.8,0.6,0.0,2.0,1027936835.8624201,17066.49246842894
500,0.1,10,0.8,0.6,0.5,0.5,1028820506.6473783,17183.513444456337
750,0.1,10,0.8,0.6,0.5,0.5,1028820561.8743128,17183.516548052226
1000,0.1,10,0.8,0.6,0.5,0.5,1028820620.1132482,17183.51787243151
1500,0.1,10,0.8,0.6,0.5,0.5,1028820673.9164289,17183.517966074487
500,0.01,10,0.8,0.6,0.0,0.0,1028936536.1014973,16485.674871575342
500,0.01,10,0.8,0.6,0.0,2.0,1029023900.6561742,16481.885795697774
200,0.1,10,0.8,0.6,0.5,0.5,1029028172.0097675,17184.40526005993
100,0.1,8,0.8,0.6,0.0,2.0,1029800916.4723912,17037.057296125855
500,0.01,10,0.8,0.6,0.0,0.5,1030231179.5973929,16519.212114726026
500,0.01,10,0.8,0.6,0.0,1.0,1030324053.52475,16513.93237639127
200,0.1,10,0.8,0.6,0.5,1.0,1030579156.460111,17165.61214415668
750,0.1,10,0.8,0.6,0.5,1.0,1030588433.6500206,17165.027745077055
500,0.1,10,0.8,0.6,0.5,1.0,1030588439.8650751,17165.031196489726
1000,0.1,10,0.8,0.6,0.5,1.0,1030588448.0242354,17165.02735712757
1500,0.1,10,0.8,0.6,0.5,1.0,1030588599.3741407,17165.03036708048
750,0.01,6,0.6,0.8,0.0,0.0,1031388517.7040169,16558.19559342894
100,0.1,8,0.8,0.6,0.0,1.0,1031617233.9792198,17017.173493685787
200,0.1,10,0.8,0.6,0.5,0.0,1032730362.3180329,17179.512815710616
500,0.1,10,0.8,0.6,0.5,0.0,1032744809.729418,17179.80054045377
750,0.1,10,0.8,0.6,0.5,0.0,1032746655.1824377,17179.805235980308
1000,0.1,10,0.8,0.6,0.5,0.0,1032747210.4955735,17179.806680757705
1500,0.1,10,0.8,0.6,0.5,0.0,1032749982.9786699,17179.817195526542
100,0.1,10,0.8,0.6,0.5,0.5,1032775921.5159785,17193.60475973887
750,0.01,6,0.6,0.8,0.0,0.5,1033299280.5638254,16548.171032213184
100,0.1,10,0.8,0.6,0.5,1.0,1033329007.7770407,17200.78009952911
750,0.01,6,0.6,0.8,0.0,1.0,1033524687.0204986,16566.410370291094
500,0.1,8,0.8,0.6,0.0,0.0,1033702208.1850663,17136.758588398974
750,0.1,8,0.8,0.6,0.0,0.0,1033703415.7275194,17136.78419306507
1000,0.1,8,0.8,0.6,0.0,0.0,1033710981.606465,17136.772768621577
1500,0.1,8,0.8,0.6,0.0,0.0,1033724057.7218775,17136.775577910958
100,0.1,10,0.8,0.6,0.5,0.0,1034337132.2276498,17189.21564640411
200,0.1,8,0.8,0.6,0.0,0.0,1034445037.5306896,17140.61742829623
750,0.01,6,0.6,0.8,0.0,2.0,1034486518.5697932,16564.979612585616
100,0.05,10,0.6,0.6,1.0,0.0,1034574912.2477022,17427.799416738013
100,0.05,6,0.6,0.8,0.0,2.0,1035404832.6913555,16697.77307630565
100,0.1,8,0.8,0.6,0.0,0.0,1037195802.4340417,17153.73489672517
500,0.01,8,0.6,0.8,0.0,2.0,1037461884.5391141,16430.931868043663
1500,0.01,6,0.8,0.8,0.0,2.0,1037477048.4080054,15981.38725385274
200,0.05,6,0.6,0.8,1.0,0.0,1037818484.7302854,16997.868016909248
200,0.05,6,0.6,0.8,1.0,0.5,1037819074.5066081,16997.865956763697
200,0.05,6,0.6,0.8,1.0,1.0,1037819858.8032187,16997.86540828339
200,0.05,6,0.6,0.8,1.0,2.0,1037822037.4017142,16997.867321275684
1000,0.1,8,0.8,0.6,0.0,0.5,1039135871.843022,17171.813048480308
750,0.1,8,0.8,0.6,0.0,0.5,1039135874.3713222,17171.815081870718
1500,0.1,8,0.8,0.6,0.0,0.5,1039135880.9845012,17171.811028467466
500,0.1,8,0.8,0.6,0.0,0.5,1039136377.8186313,17171.810961579624
100,0.05,6,0.6,0.8,0.5,0.5,1039346804.8820646,16629.47868953339
500,0.01,8,0.6,0.8,0.0,1.0,1039512525.0168099,16440.794975385274
200,0.05,6,0.8,0.8,1.0,0.0,1039666255.1729908,16937.774293664384
200,0.05,6,0.8,0.8,1.0,0.5,1039666969.7943506,16937.775885595034
200,0.05,6,0.8,0.8,1.0,1.0,1039667772.540042,16937.780674764555
200,0.05,6,0.8,0.8,1.0,2.0,1039668598.0930895,16937.781504173803
500,0.01,8,0.6,0.8,0.0,0.5,1039707887.4129189,16448.58601776541
200,0.1,8,0.8,0.6,0.0,0.5,1039937676.3760836,17176.76579890839
500,0.01,8,0.6,0.8,0.0,0.0,1040597354.3601222,16468.45134578339
100,0.05,6,0.6,0.8,0.5,1.0,1040647375.8659635,16644.098779965752
100,0.1,8,0.8,0.6,0.0,0.5,1040823322.7696592,17153.879494863013
100,0.05,8,0.8,0.6,0.5,0.5,1041191263.4653223,16936.004842679795
100,0.05,8,0.8,0.6,0.5,0.0,1041967935.4271101,16934.680610552226
100,0.05,6,0.6,0.6,0.5,0.0,1042004809.5740603,16936.87473244863
100,0.05,6,0.6,0.6,0.5,0.5,1042005140.6573356,16936.87837114726
100,0.05,6,0.6,0.6,0.5,1.0,1042005177.744442,16936.877020012842
100,0.05,6,0.6,0.6,0.5,2.0,1042006233.9604034,16936.88251819349
100,0.05,8,0.8,0.8,0.5,0.0,1042230028.773819,17450.634123501713
100,0.05,8,0.8,0.8,0.5,0.5,1042230555.9628181,17450.637280607876
100,0.05,8,0.8,0.8,0.5,1.0,1042230890.9393477,17450.639675192637
100,0.05,8,0.8,0.8,0.5,2.0,1042232710.0948325,17450.646230201197
100,0.05,6,0.6,0.8,0.0,0.5,1043365973.3544813,16693.51899614726
100,0.05,6,0.6,0.8,0.0,1.0,1043371301.6414001,16693.393086472603
100,0.05,6,0.6,0.8,0.0,0.0,1043397020.0277917,16693.609254601884
1000,0.05,6,0.6,0.6,0.0,0.0,1043564752.4953421,16718.820419520547
1500,0.05,6,0.6,0.6,0.0,0.0,1043723894.7037182,16728.284112799658
500,0.05,6,0.6,0.6,0.0,0.0,1043766560.366869,16663.07738923373
500,0.01,10,0.6,0.8,0.0,1.0,1044009073.5325278,16624.55637307363
500,0.01,10,0.6,0.8,0.0,0.5,1044040416.5047902,16633.245264340752
100,0.05,8,0.6,0.8,2.0,0.0,1044481188.6165869,17170.589054473458
100,0.05,8,0.6,0.8,2.0,0.5,1044481246.5128738,17170.59037885274
100,0.05,8,0.6,0.8,2.0,1.0,1044481984.3036047,17170.594980736303
100,0.05,8,0.6,0.8,2.0,2.0,1044514579.4829873,17170.997939854453
750,0.05,6,0.6,0.6,0.0,0.0,1044597870.9727035,16712.540092572774
100,0.05,10,0.6,0.6,0.0,1.0,1046383103.7182689,17034.15979505565
500,0.05,6,0.6,0.6,0.0,2.0,1046966791.4251676,16718.298038848458
1500,0.01,6,0.8,0.8,0.0,0.0,1047254358.6836867,16058.870063677226
500,0.01,10,0.6,0.8,0.0,0.0,1047432302.0218533,16711.517096532534
1500,0.01,6,0.8,0.8,0.0,0.5,1048980122.740051,16098.728020654966
500,0.1,6,0.8,0.6,0.0,0.0,1049005961.4614846,17442.29520280394
100,0.05,6,0.8,0.6,1.0,0.0,1049020355.1552845,16746.193252354453
750,0.05,6,0.6,0.6,0.0,2.0,1049068632.0268108,16828.347549229453
1500,0.1,6,0.8,0.6,0.0,0.0,1049447362.4616549,17457.50406678082
1000,0.01,6,0.8,0.8,0.0,2.0,1049450541.6350741,16046.058018514555
1000,0.1,6,0.8,0.6,0.0,0.0,1049457231.3435216,17457.79137681935
750,0.1,6,0.8,0.6,0.0,0.0,1049466605.0980963,17457.544667701197
1500,0.01,6,0.8,0.8,0.0,1.0,1049481820.076235,16107.658323523116
1000,0.05,6,0.6,0.6,0.0,2.0,1049982243.3246787,16864.104345034248
1500,0.05,6,0.6,0.6,0.0,2.0,1050072431.681191,16875.71706442637
100,0.05,10,0.6,0.6,0.0,0.0,1050098841.6546112,16984.619448309077
500,0.05,6,0.6,0.6,0.0,1.0,1050396765.3161203,16953.93004869435
750,0.05,6,0.6,0.6,0.0,0.5,1050418036.8534008,17098.831723565923
500,0.05,6,0.6,0.6,0.0,0.5,1050628157.2787029,17036.756167059077
100,0.05,8,0.6,0.6,0.0,2.0,1050681791.4140282,16634.400363869863
100,0.05,8,0.6,0.6,0.0,1.0,1050966875.4220018,16653.10502729024
